name,price,condition
"New ListingSamsung Galaxy Z Flip 3 5G 128GB F711U T-Mobile Only Smartphone, Read",$208.99,Open Box
NEW SAMSUNG GALAXY S10e UNLOCKED 4 ALL CARRIERS SM-G970U1 ALL COLORS & MEMORY,$209.99to$219.99,Brand New
Samsung Galaxy S20 FE 5G G781U  Verizon Straight Talk Mint Unlocked Boost AT&T,$164.99to$209.99,Brand New
Samsung Galaxy S10 G973U GSM Factory Unlocked 128GB Smartphone - Very Good,$149.99,Open Box
New Samsung Galaxy S20+ Plus 5G SM-G986U Factory Unlocked 128GB Cosmic Gray,$268.99,Brand New
Samsung Galaxy S21 5G 128GB 256GB T-Mobile Unlocked Android Smartphone | Shaded,$164.99to$234.99,Brand New
Samsung Galaxy Note 20 Ultra Unlocked N986U 128GB-Good,$329.99,Open Box
Samsung Galaxy S20 | S20+ | S20 FE | S20 Ultra 5G 128GB - Unlocked Verizon AT&T,$199.95to$304.95,Excellent - Refurbished
Samsung Galaxy S21+ Plus 5G SM-G996U 128GB Unlocked Excellent 128GB In-Box,$299.95,Open Box
NEW Samsung Galaxy S9 G960U 64GB GSM Unlocked AT&T T-Mobile MetroPCS Verizon,$184.88,Brand New
New Samsung Galaxy S20 5G G981U 128GB Factory Unlocked Verizon Smartphone,$269.99,Good - Refurbished
Samsung Galaxy S10 G973U 128GB 512GB Unlocked (Any Carrier) SmartPhone,$163.99,Pre-Owned
Brand New Samsung Galaxy A03S 32GB 4G LTE Unlocked GSM Worldwide Smartphone,$108.00,Brand New
New Samsung Galaxy S7 G930T T-MOBILE Unlocked Smartphone/Silver Titanium/32GB,$101.99,Brand New
OB Samsung S21 5G SM-G991U 128/256GB Gray/Lavender GSM+CDMA UNL-GOOD,$208.99to$279.99,Excellent - Refurbished
Samsung Galaxy S10 G973U Unlocked Verizon T-Mobile Mint Boost Straight Talk AT&T,$129.99to$189.99,Pre-Owned
Samsung Galaxy S5 SM-G900F - 16GB - Shimmery White (Unlocked) Smartphone,$42.00,Excellent - Refurbished
Samsung Galaxy A14 5G (A146U) 64GB GSM Unlocked Android (NEW),$149.95,Brand New
"Samsung Galaxy S20 Plus 128GB Unlocked SM-G986U1 6.7"" Good Smartphone SM-G986U",$198.98,Good - Refurbished
UNLOCKED - Samsung Galaxy A03s-S134DL-TracFone- 32GB Smartphone,$72.00,Brand New
NEW In Box Samsung Galaxy Note 9 SM-N960U 128GB GSM Unlocked T-Mobile AT&T,$221.99,Very Good - Refurbished
NEW Samsung Galaxy S20 FE 5G SM-G781U 128GB Fully Unlocked GSM+CDMA All Carriers,$239.88,Open Box
Samsung Galaxy S21 5G G991U T-Mobile Unlocked US Cellular Verizon Mint Straight,$189.99to$289.99,Brand New
Samsung N960 Galaxy Note 9 128GB Factory Unlocked Smartphone- Shaded screen,$135.00,Open Box
Samsung Galaxy S21 SM-S991U 5G  128GB T-MOBILE / METRO / MINT / TELLO/ EXCELLENT,$224.88,Open Box
NEW in Box Samsung Galaxy Note 10+ PLUS SM-N975U1 12GB+256GB GSM+CDMA Unlocked,$327.99,Open Box
Samsung Galaxy Z Flip 4 SM-F721U1 Factory Unlocked 128GB Bora Purple Good,$289.99,Good - Refurbished
Samsung Galaxy A14 A145M 128GB GSM Factory Unlocked International Version (NEW),$144.99,Excellent - Refurbished
Samsung Galaxy S21 ULTRA - 128GB-512GB - Fully Unlocked - Very Good Condition,$349.99,Open Box
Samsung Galaxy S20 G981U Unlocked Mint T-Mobile Verizon Straight Talk AT&T 128GB,$198.98to$249.99,Open Box
New Samsung Galaxy S20+ Plus 128G 5G SM-G986U ATT T-Mobile Verizon Unlocked,$258.39to$269.48,Excellent - Refurbished
Samsung Galaxy A23 A236U 5G 64GB 6.6 inch Fully GSM Unlocked Black Smartphone,$179.99,Open Box
NEW UNUSED Factory Unlocked Samsung Galaxy A42 128GB Black - NO RETAIL BOX,$159.00,Pre-Owned
Samsung Galaxy A52 5G SM-A526U Unlocked (Any Carrier) 128GB SmartPhone,$189.99,Brand New
Samsung Galaxy Z Flip 4 SM-F721U1 Factory Unlocked 256GB Pink Gold Good,$299.99,Open Box
Samsung Galaxy Note 20 5G Boost T-Mobile AT&T Verizon Mint Unlocked SM-N981,$199.99to$339.99,Brand New
"Samsung Galaxy S20 FE 5G G781U Unlocked Straight Talk AT&T T-Mobile Verizon 6.5""",$169.99to$219.99,Good - Refurbished
"Samsung Galaxy Note 10 256GB Unlocked 6.3"" Smartphone SM-N970U Open Box",$185.25to$213.75,Brand New
"Samsung Galaxy S20 FE 5G G781U Unlocked Straight Talk AT&T T-Mobile Verizon 6.5""",$159.99to$219.99,Pre-Owned
Samsung Galaxy A03s SM-A037U - 32GB - Black (Verizon),$74.98,Excellent - Refurbished
Samsung Galaxy A03 Core SM-A032F 32GB  Black Unlocked Android Smartphone- Fair,$55.22,Open Box
New Samsung Galaxy NOTE 10 N970U 256GB Factory Unlocked AT&T T-Mobile Verizon,$279.99,Pre-Owned
Samsung Galaxy S10 S10e S10+ Plus 128GB 512GB Unlocked Verizon T-Mobile AT&T,$124.85to$214.85,Brand New
New Samsung Galaxy S9 G960U 64GB 4G LTE Factory Unlocked T-Mobile AT&T Verizon,$169.99,Brand New
Samsung Galaxy A52 5G - 128GB - SM-A526U (Unlocked) (Single SIM) - Good,$164.95,Brand New
Samsung Galaxy NOTE 10 PLUS N975U1 256GB / 512GB (FACTORY UNLOCKED) ❖SEALED❖w,$338.95,Good - Refurbished
Samsung Galaxy Note 20 5G SM-N981U Factory Unlocked 128GB Mystic Bronze C,$189.99,Good - Refurbished
Samsung Galaxy S10+ Plus SM-G975U - 128GB  (Unlocked) - Excellent,$199.99,Pre-Owned
Samsung Galaxy S21 5G SM-G991U GSM/CDMA FACTORY UNLOCKED Verizon T-Mobile AT&T,$249.88,Good - Refurbished
Samsung Galaxy A32 5G | 64GB - Awesome Black | AT&T/MetroPCS/Boost/Unlocked,$76.99to$104.99,Open Box
NEW Samsung Galaxy Note 9 128GB SM-N960U Unlocked T-Mobile AT&T Verizon Mobile,$221.99,Brand New
SAMSUNG GALAXY S21 5G SM-G991U1 128GB (FACTORY UNLOCKED) GSM + CDMA ✤SEALED✤,$308.95,Open Box
